"models","params","target","forecast_date"
"UA-EpiCovDA",0,"2 wk ahead inc death","2021-05-03"
"BPagano-RtDriven",0,"2 wk ahead inc death","2021-05-03"
"JHUAPL-Bucky",0,"2 wk ahead inc death","2021-05-03"
"COVIDhub-baseline",0,"2 wk ahead inc death","2021-05-03"
"Covid19Sim-Simulator",0,"2 wk ahead inc death","2021-05-03"
"MIT_CritData-GBCF",0,"2 wk ahead inc death","2021-05-03"
"UMass-MechBayes",0.666253885811556,"2 wk ahead cum death","2021-05-03"
"Karlen-pypm",0.259457214752304,"2 wk ahead cum death","2021-05-03"
"LNQ-ens1",0.0734828124595226,"2 wk ahead cum death","2021-05-03"
"LANL-GrowthRate",0,"2 wk ahead cum death","2021-05-03"
"epiforecasts-ensemble1",0,"2 wk ahead cum death","2021-05-03"
"SteveMcConnell-CovidComplete",0,"2 wk ahead cum death","2021-05-03"
"BPagano-RtDriven",0,"2 wk ahead cum death","2021-05-03"
"CEID-Walk",0,"2 wk ahead cum death","2021-05-03"
"USC-SI_kJalpha",0,"2 wk ahead cum death","2021-05-03"
"DDS-NBDS",0,"2 wk ahead cum death","2021-05-03"
"UA-EpiCovDA",0,"2 wk ahead cum death","2021-05-03"
"CovidAnalytics-DELPHI",0,"2 wk ahead cum death","2021-05-03"
"RobertWalraven-ESG",0,"2 wk ahead cum death","2021-05-03"
"COVIDhub-baseline",0,"2 wk ahead cum death","2021-05-03"
"MIT_CritData-GBCF",0,"2 wk ahead cum death","2021-05-03"
"CU-select",0,"2 wk ahead cum death","2021-05-03"
"JHUAPL-Bucky",0,"2 wk ahead cum death","2021-05-03"
"Covid19Sim-Simulator",0,"2 wk ahead cum death","2021-05-03"
"LNQ-ens1",0.55050234007393,"2 wk ahead inc case","2021-05-03"
"CU-select",0.313499691948104,"2 wk ahead inc case","2021-05-03"
"LANL-GrowthRate",0,"2 wk ahead inc case","2021-05-03"
"UVA-Ensemble",0,"2 wk ahead inc case","2021-05-03"
"CEID-Walk",0,"2 wk ahead inc case","2021-05-03"
"COVIDhub-baseline",0,"2 wk ahead inc case","2021-05-03"
"USC-SI_kJalpha",0,"2 wk ahead inc case","2021-05-03"
"JHU_CSSE-DECOM",0,"2 wk ahead inc case","2021-05-03"
"Covid19Sim-Simulator",0,"2 wk ahead inc case","2021-05-03"
"RobertWalraven-ESG",0,"2 wk ahead inc case","2021-05-03"
"IEM_MED-CovidProject",0,"2 wk ahead inc case","2021-05-03"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc case","2021-05-03"
"Karlen-pypm",0,"2 wk ahead inc case","2021-05-03"
"BPagano-RtDriven",0,"2 wk ahead inc case","2021-05-03"
"JHUAPL-Bucky",0,"2 wk ahead inc case","2021-05-03"
"UMass-MechBayes",0.600064576095571,"1 wk ahead inc death","2021-05-03"
"RobertWalraven-ESG",0.306267384818811,"1 wk ahead inc death","2021-05-03"
"LNQ-ens1",0,"1 wk ahead inc death","2021-05-03"
"LANL-GrowthRate",0,"1 wk ahead inc death","2021-05-03"
"epiforecasts-ensemble1",0,"1 wk ahead inc death","2021-05-03"
"Karlen-pypm",0,"1 wk ahead inc death","2021-05-03"
"SteveMcConnell-CovidComplete",0,"1 wk ahead inc death","2021-05-03"
"IEM_MED-CovidProject",0,"1 wk ahead inc death","2021-05-03"
"CEID-Walk",0,"1 wk ahead inc death","2021-05-03"
"DDS-NBDS",0,"1 wk ahead inc death","2021-05-03"
"BPagano-RtDriven",0,"1 wk ahead inc death","2021-05-03"
"UA-EpiCovDA",0,"1 wk ahead inc death","2021-05-03"
"USC-SI_kJalpha",0,"1 wk ahead inc death","2021-05-03"
"CU-select",0,"1 wk ahead inc death","2021-05-03"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc death","2021-05-03"
"COVIDhub-baseline",0,"1 wk ahead inc death","2021-05-03"
"JHUAPL-Bucky",0,"1 wk ahead inc death","2021-05-03"
"Covid19Sim-Simulator",0,"1 wk ahead inc death","2021-05-03"
"MIT_CritData-GBCF",0,"1 wk ahead inc death","2021-05-03"
"Karlen-pypm",0.387322379326412,"1 wk ahead cum death","2021-05-03"
"UMass-MechBayes",0.136987642675031,"1 wk ahead cum death","2021-05-03"
"BPagano-RtDriven",0.314923692840799,"1 wk ahead cum death","2021-05-03"
"LNQ-ens1",0.087485582139128,"1 wk ahead cum death","2021-05-03"
"CEID-Walk",0.0731799667275139,"1 wk ahead cum death","2021-05-03"
"epiforecasts-ensemble1",0,"1 wk ahead cum death","2021-05-03"
"SteveMcConnell-CovidComplete",0,"1 wk ahead cum death","2021-05-03"
"DDS-NBDS",0,"1 wk ahead cum death","2021-05-03"
"LANL-GrowthRate",0,"1 wk ahead cum death","2021-05-03"
"USC-SI_kJalpha",0,"1 wk ahead cum death","2021-05-03"
"UA-EpiCovDA",0,"1 wk ahead cum death","2021-05-03"
"CovidAnalytics-DELPHI",0,"1 wk ahead cum death","2021-05-03"
"COVIDhub-baseline",0,"1 wk ahead cum death","2021-05-03"
"MIT_CritData-GBCF",0,"1 wk ahead cum death","2021-05-03"
"RobertWalraven-ESG",0,"1 wk ahead cum death","2021-05-03"
"JHUAPL-Bucky",0,"1 wk ahead cum death","2021-05-03"
"CU-select",0,"1 wk ahead cum death","2021-05-03"
"Covid19Sim-Simulator",0,"1 wk ahead cum death","2021-05-03"
"LNQ-ens1",0.372897994303293,"1 wk ahead inc case","2021-05-03"
"CU-select",0.102778900405516,"1 wk ahead inc case","2021-05-03"
"JHU_CSSE-DECOM",0.401213443598391,"1 wk ahead inc case","2021-05-03"
"CEID-Walk",0.0593245622174453,"1 wk ahead inc case","2021-05-03"
"COVIDhub-baseline",0,"1 wk ahead inc case","2021-05-03"
"LANL-GrowthRate",0,"1 wk ahead inc case","2021-05-03"
"IEM_MED-CovidProject",0,"1 wk ahead inc case","2021-05-03"
"Karlen-pypm",0,"1 wk ahead inc case","2021-05-03"
"UVA-Ensemble",0,"1 wk ahead inc case","2021-05-03"
"USC-SI_kJalpha",0,"1 wk ahead inc case","2021-05-03"
"RobertWalraven-ESG",0,"1 wk ahead inc case","2021-05-03"
"Covid19Sim-Simulator",0,"1 wk ahead inc case","2021-05-03"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc case","2021-05-03"
"JHUAPL-Bucky",0,"1 wk ahead inc case","2021-05-03"
"BPagano-RtDriven",0,"1 wk ahead inc case","2021-05-03"
"LNQ-ens1",0.0981570398331677,"4 wk ahead inc death","2021-05-10"
"RobertWalraven-ESG",0.0865229063647327,"4 wk ahead inc death","2021-05-10"
"LANL-GrowthRate",-0.0305027741932021,"4 wk ahead inc death","2021-05-10"
"UMass-MechBayes",0.078273304120046,"4 wk ahead inc death","2021-05-10"
"USC-SI_kJalpha",0.339804056233718,"4 wk ahead inc death","2021-05-10"
"CU-select",0.208805003472922,"4 wk ahead inc death","2021-05-10"
"CovidAnalytics-DELPHI",0,"4 wk ahead inc death","2021-05-10"
"Microsoft-DeepSTIA",0,"4 wk ahead inc death","2021-05-10"
"SteveMcConnell-CovidComplete",0,"4 wk ahead inc death","2021-05-10"
"Karlen-pypm",0,"4 wk ahead inc death","2021-05-10"
"DDS-NBDS",0,"4 wk ahead inc death","2021-05-10"
"CEID-Walk",0,"4 wk ahead inc death","2021-05-10"
"UA-EpiCovDA",0,"4 wk ahead inc death","2021-05-10"
"BPagano-RtDriven",0,"4 wk ahead inc death","2021-05-10"
"IEM_MED-CovidProject",0,"4 wk ahead inc death","2021-05-10"
"epiforecasts-ensemble1",0,"4 wk ahead inc death","2021-05-10"
"COVIDhub-baseline",0,"4 wk ahead inc death","2021-05-10"
"JHUAPL-Bucky",0,"4 wk ahead inc death","2021-05-10"
"Covid19Sim-Simulator",0,"4 wk ahead inc death","2021-05-10"
"MIT_CritData-GBCF",0,"4 wk ahead inc death","2021-05-10"
"UMass-MechBayes",0.651433661640131,"4 wk ahead cum death","2021-05-10"
"LNQ-ens1",0.154679553749505,"4 wk ahead cum death","2021-05-10"
"Microsoft-DeepSTIA",0.191329772744674,"4 wk ahead cum death","2021-05-10"
"LANL-GrowthRate",0,"4 wk ahead cum death","2021-05-10"
"Karlen-pypm",0,"4 wk ahead cum death","2021-05-10"
"RobertWalraven-ESG",0,"4 wk ahead cum death","2021-05-10"
"USC-SI_kJalpha",0,"4 wk ahead cum death","2021-05-10"
"SteveMcConnell-CovidComplete",0,"4 wk ahead cum death","2021-05-10"
"CEID-Walk",0,"4 wk ahead cum death","2021-05-10"
"BPagano-RtDriven",0,"4 wk ahead cum death","2021-05-10"
"CovidAnalytics-DELPHI",0,"4 wk ahead cum death","2021-05-10"
"epiforecasts-ensemble1",0,"4 wk ahead cum death","2021-05-10"
"DDS-NBDS",0,"4 wk ahead cum death","2021-05-10"
"CU-select",0,"4 wk ahead cum death","2021-05-10"
"UA-EpiCovDA",0,"4 wk ahead cum death","2021-05-10"
"MIT_CritData-GBCF",0,"4 wk ahead cum death","2021-05-10"
"COVIDhub-baseline",0,"4 wk ahead cum death","2021-05-10"
"JHUAPL-Bucky",0,"4 wk ahead cum death","2021-05-10"
"Covid19Sim-Simulator",0,"4 wk ahead cum death","2021-05-10"
"UVA-Ensemble",0.0932129066035741,"4 wk ahead inc case","2021-05-10"
"CEID-Walk",0.37817524651259,"4 wk ahead inc case","2021-05-10"
"USC-SI_kJalpha",0.330193270760078,"4 wk ahead inc case","2021-05-10"
"CU-select",0.122443432812131,"4 wk ahead inc case","2021-05-10"
"LANL-GrowthRate",0,"4 wk ahead inc case","2021-05-10"
"COVIDhub-baseline",0,"4 wk ahead inc case","2021-05-10"
"LNQ-ens1",0,"4 wk ahead inc case","2021-05-10"
"Microsoft-DeepSTIA",0,"4 wk ahead inc case","2021-05-10"
"Covid19Sim-Simulator",0,"4 wk ahead inc case","2021-05-10"
"CovidAnalytics-DELPHI",0,"4 wk ahead inc case","2021-05-10"
"RobertWalraven-ESG",0,"4 wk ahead inc case","2021-05-10"
"JHU_CSSE-DECOM",0,"4 wk ahead inc case","2021-05-10"
"BPagano-RtDriven",0,"4 wk ahead inc case","2021-05-10"
"IEM_MED-CovidProject",0,"4 wk ahead inc case","2021-05-10"
"JHUAPL-Bucky",0,"4 wk ahead inc case","2021-05-10"
"Karlen-pypm",0,"4 wk ahead inc case","2021-05-10"
"UMass-MechBayes",0.178497887305625,"3 wk ahead inc death","2021-05-10"
"RobertWalraven-ESG",0.128953773916881,"3 wk ahead inc death","2021-05-10"
"LNQ-ens1",-0.044542883551901,"3 wk ahead inc death","2021-05-10"
"LANL-GrowthRate",-0.00461671838332464,"3 wk ahead inc death","2021-05-10"
"CU-select",0.193488744491107,"3 wk ahead inc death","2021-05-10"
"Karlen-pypm",0.038389559763607,"3 wk ahead inc death","2021-05-10"
"Microsoft-DeepSTIA",0.0515075181899638,"3 wk ahead inc death","2021-05-10"
"epiforecasts-ensemble1",0.0457570437147774,"3 wk ahead inc death","2021-05-10"
"USC-SI_kJalpha",0.204939268208334,"3 wk ahead inc death","2021-05-10"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc death","2021-05-10"
"DDS-NBDS",0,"3 wk ahead inc death","2021-05-10"
"IEM_MED-CovidProject",0,"3 wk ahead inc death","2021-05-10"
"SteveMcConnell-CovidComplete",0,"3 wk ahead inc death","2021-05-10"
"CEID-Walk",0,"3 wk ahead inc death","2021-05-10"
"UA-EpiCovDA",0,"3 wk ahead inc death","2021-05-10"
"BPagano-RtDriven",0,"3 wk ahead inc death","2021-05-10"
"JHUAPL-Bucky",0,"3 wk ahead inc death","2021-05-10"
"COVIDhub-baseline",0,"3 wk ahead inc death","2021-05-10"
"Covid19Sim-Simulator",0,"3 wk ahead inc death","2021-05-10"
"MIT_CritData-GBCF",0,"3 wk ahead inc death","2021-05-10"
"UMass-MechBayes",0.634024931577892,"3 wk ahead cum death","2021-05-10"
"Karlen-pypm",0.230355233112236,"3 wk ahead cum death","2021-05-10"
"LNQ-ens1",0.0672347247970786,"3 wk ahead cum death","2021-05-10"
"Microsoft-DeepSTIA",0.0665047487356646,"3 wk ahead cum death","2021-05-10"
"LANL-GrowthRate",0,"3 wk ahead cum death","2021-05-10"
"epiforecasts-ensemble1",0,"3 wk ahead cum death","2021-05-10"
"SteveMcConnell-CovidComplete",0,"3 wk ahead cum death","2021-05-10"
"BPagano-RtDriven",0,"3 wk ahead cum death","2021-05-10"
"RobertWalraven-ESG",0,"3 wk ahead cum death","2021-05-10"
"CEID-Walk",0,"3 wk ahead cum death","2021-05-10"
"USC-SI_kJalpha",0,"3 wk ahead cum death","2021-05-10"
"DDS-NBDS",0,"3 wk ahead cum death","2021-05-10"
"CovidAnalytics-DELPHI",0,"3 wk ahead cum death","2021-05-10"
"UA-EpiCovDA",0,"3 wk ahead cum death","2021-05-10"
"CU-select",0,"3 wk ahead cum death","2021-05-10"
"COVIDhub-baseline",0,"3 wk ahead cum death","2021-05-10"
"MIT_CritData-GBCF",0,"3 wk ahead cum death","2021-05-10"
"JHUAPL-Bucky",0,"3 wk ahead cum death","2021-05-10"
"Covid19Sim-Simulator",0,"3 wk ahead cum death","2021-05-10"
"UVA-Ensemble",0.333005501841383,"3 wk ahead inc case","2021-05-10"
"CU-select",0.515799985053316,"3 wk ahead inc case","2021-05-10"
"LANL-GrowthRate",0,"3 wk ahead inc case","2021-05-10"
"LNQ-ens1",0,"3 wk ahead inc case","2021-05-10"
"USC-SI_kJalpha",0,"3 wk ahead inc case","2021-05-10"
"CEID-Walk",0,"3 wk ahead inc case","2021-05-10"
"COVIDhub-baseline",0,"3 wk ahead inc case","2021-05-10"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc case","2021-05-10"
"Covid19Sim-Simulator",0,"3 wk ahead inc case","2021-05-10"
"RobertWalraven-ESG",0,"3 wk ahead inc case","2021-05-10"
"Microsoft-DeepSTIA",0,"3 wk ahead inc case","2021-05-10"
"JHU_CSSE-DECOM",0,"3 wk ahead inc case","2021-05-10"
"BPagano-RtDriven",0,"3 wk ahead inc case","2021-05-10"
"IEM_MED-CovidProject",0,"3 wk ahead inc case","2021-05-10"
"JHUAPL-Bucky",0,"3 wk ahead inc case","2021-05-10"
"Karlen-pypm",0,"3 wk ahead inc case","2021-05-10"
"UMass-MechBayes",0.528637246442184,"2 wk ahead inc death","2021-05-10"
"RobertWalraven-ESG",0.361950228766935,"2 wk ahead inc death","2021-05-10"
"LNQ-ens1",0,"2 wk ahead inc death","2021-05-10"
"Karlen-pypm",0,"2 wk ahead inc death","2021-05-10"
"LANL-GrowthRate",0,"2 wk ahead inc death","2021-05-10"
"Microsoft-DeepSTIA",0,"2 wk ahead inc death","2021-05-10"
"CU-select",0,"2 wk ahead inc death","2021-05-10"
"epiforecasts-ensemble1",0,"2 wk ahead inc death","2021-05-10"
"IEM_MED-CovidProject",0,"2 wk ahead inc death","2021-05-10"
"DDS-NBDS",0,"2 wk ahead inc death","2021-05-10"
"SteveMcConnell-CovidComplete",0,"2 wk ahead inc death","2021-05-10"
"CEID-Walk",0,"2 wk ahead inc death","2021-05-10"
"USC-SI_kJalpha",0,"2 wk ahead inc death","2021-05-10"
"BPagano-RtDriven",0,"2 wk ahead inc death","2021-05-10"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc death","2021-05-10"
"UA-EpiCovDA",0,"2 wk ahead inc death","2021-05-10"
"JHUAPL-Bucky",0,"2 wk ahead inc death","2021-05-10"
"COVIDhub-baseline",0,"2 wk ahead inc death","2021-05-10"
"Covid19Sim-Simulator",0,"2 wk ahead inc death","2021-05-10"
"MIT_CritData-GBCF",0,"2 wk ahead inc death","2021-05-10"
"Karlen-pypm",0.38466054573331,"2 wk ahead cum death","2021-05-10"
"UMass-MechBayes",0.32835022811356,"2 wk ahead cum death","2021-05-10"
"BPagano-RtDriven",0.286571827275514,"2 wk ahead cum death","2021-05-10"
"Microsoft-DeepSTIA",0,"2 wk ahead cum death","2021-05-10"
"LNQ-ens1",0,"2 wk ahead cum death","2021-05-10"
"CEID-Walk",0,"2 wk ahead cum death","2021-05-10"
"epiforecasts-ensemble1",0,"2 wk ahead cum death","2021-05-10"
"SteveMcConnell-CovidComplete",0,"2 wk ahead cum death","2021-05-10"
"LANL-GrowthRate",0,"2 wk ahead cum death","2021-05-10"
"DDS-NBDS",0,"2 wk ahead cum death","2021-05-10"
"USC-SI_kJalpha",0,"2 wk ahead cum death","2021-05-10"
"UA-EpiCovDA",0,"2 wk ahead cum death","2021-05-10"
"CovidAnalytics-DELPHI",0,"2 wk ahead cum death","2021-05-10"
"COVIDhub-baseline",0,"2 wk ahead cum death","2021-05-10"
"RobertWalraven-ESG",0,"2 wk ahead cum death","2021-05-10"
"CU-select",0,"2 wk ahead cum death","2021-05-10"
"MIT_CritData-GBCF",0,"2 wk ahead cum death","2021-05-10"
"JHUAPL-Bucky",0,"2 wk ahead cum death","2021-05-10"
"Covid19Sim-Simulator",0,"2 wk ahead cum death","2021-05-10"
"CU-select",0.297176311026374,"2 wk ahead inc case","2021-05-10"
"LNQ-ens1",0.539315153741383,"2 wk ahead inc case","2021-05-10"
"UVA-Ensemble",0,"2 wk ahead inc case","2021-05-10"
"LANL-GrowthRate",0,"2 wk ahead inc case","2021-05-10"
"CovidAnalytics-DELPHI",0,"2 wk ahead inc case","2021-05-10"
"CEID-Walk",0,"2 wk ahead inc case","2021-05-10"
"USC-SI_kJalpha",0,"2 wk ahead inc case","2021-05-10"
"COVIDhub-baseline",0,"2 wk ahead inc case","2021-05-10"
"RobertWalraven-ESG",0,"2 wk ahead inc case","2021-05-10"
"Covid19Sim-Simulator",0,"2 wk ahead inc case","2021-05-10"
"JHU_CSSE-DECOM",0,"2 wk ahead inc case","2021-05-10"
"Karlen-pypm",0,"2 wk ahead inc case","2021-05-10"
"IEM_MED-CovidProject",0,"2 wk ahead inc case","2021-05-10"
"Microsoft-DeepSTIA",0,"2 wk ahead inc case","2021-05-10"
"BPagano-RtDriven",0,"2 wk ahead inc case","2021-05-10"
"JHUAPL-Bucky",0,"2 wk ahead inc case","2021-05-10"
"UMass-MechBayes",0.32637653846779,"1 wk ahead inc death","2021-05-10"
"RobertWalraven-ESG",0.276167027392606,"1 wk ahead inc death","2021-05-10"
"Karlen-pypm",0.0944023591629434,"1 wk ahead inc death","2021-05-10"
"SteveMcConnell-CovidComplete",0.104037473051478,"1 wk ahead inc death","2021-05-10"
"CEID-Walk",-0.0117849327265658,"1 wk ahead inc death","2021-05-10"
"IEM_MED-CovidProject",0.151823606914307,"1 wk ahead inc death","2021-05-10"
"LNQ-ens1",0,"1 wk ahead inc death","2021-05-10"
"epiforecasts-ensemble1",0,"1 wk ahead inc death","2021-05-10"
"JHU_CSSE-DECOM",0,"1 wk ahead inc death","2021-05-10"
"LANL-GrowthRate",0,"1 wk ahead inc death","2021-05-10"
"DDS-NBDS",0,"1 wk ahead inc death","2021-05-10"
"CU-select",0,"1 wk ahead inc death","2021-05-10"
"BPagano-RtDriven",0,"1 wk ahead inc death","2021-05-10"
"USC-SI_kJalpha",0,"1 wk ahead inc death","2021-05-10"
"UA-EpiCovDA",0,"1 wk ahead inc death","2021-05-10"
"Covid19Sim-Simulator",0,"1 wk ahead inc death","2021-05-10"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc death","2021-05-10"
"COVIDhub-baseline",0,"1 wk ahead inc death","2021-05-10"
"OliverWyman-Navigator",0,"1 wk ahead inc death","2021-05-10"
"JHUAPL-Bucky",0,"1 wk ahead inc death","2021-05-10"
"MIT_CritData-GBCF",0,"1 wk ahead inc death","2021-05-10"
"Karlen-pypm",0.818020885410029,"1 wk ahead cum death","2021-05-10"
"LNQ-ens1",0.120120731141935,"1 wk ahead cum death","2021-05-10"
"CEID-Walk",0.0616765482965312,"1 wk ahead cum death","2021-05-10"
"UMass-MechBayes",0,"1 wk ahead cum death","2021-05-10"
"BPagano-RtDriven",0,"1 wk ahead cum death","2021-05-10"
"epiforecasts-ensemble1",0,"1 wk ahead cum death","2021-05-10"
"JHU_CSSE-DECOM",0,"1 wk ahead cum death","2021-05-10"
"SteveMcConnell-CovidComplete",0,"1 wk ahead cum death","2021-05-10"
"DDS-NBDS",0,"1 wk ahead cum death","2021-05-10"
"USC-SI_kJalpha",0,"1 wk ahead cum death","2021-05-10"
"UA-EpiCovDA",0,"1 wk ahead cum death","2021-05-10"
"LANL-GrowthRate",0,"1 wk ahead cum death","2021-05-10"
"COVIDhub-baseline",0,"1 wk ahead cum death","2021-05-10"
"CovidAnalytics-DELPHI",0,"1 wk ahead cum death","2021-05-10"
"OliverWyman-Navigator",0,"1 wk ahead cum death","2021-05-10"
"MIT_CritData-GBCF",0,"1 wk ahead cum death","2021-05-10"
"JHUAPL-Bucky",0,"1 wk ahead cum death","2021-05-10"
"RobertWalraven-ESG",0,"1 wk ahead cum death","2021-05-10"
"CU-select",0,"1 wk ahead cum death","2021-05-10"
"Covid19Sim-Simulator",0,"1 wk ahead cum death","2021-05-10"
"LNQ-ens1",0.594995335394404,"1 wk ahead inc case","2021-05-10"
"CU-select",0.336829265024814,"1 wk ahead inc case","2021-05-10"
"LANL-GrowthRate",0,"1 wk ahead inc case","2021-05-10"
"JHU_CSSE-DECOM",0,"1 wk ahead inc case","2021-05-10"
"Karlen-pypm",0,"1 wk ahead inc case","2021-05-10"
"CEID-Walk",0,"1 wk ahead inc case","2021-05-10"
"IEM_MED-CovidProject",0,"1 wk ahead inc case","2021-05-10"
"UVA-Ensemble",0,"1 wk ahead inc case","2021-05-10"
"COVIDhub-baseline",0,"1 wk ahead inc case","2021-05-10"
"USC-SI_kJalpha",0,"1 wk ahead inc case","2021-05-10"
"CovidAnalytics-DELPHI",0,"1 wk ahead inc case","2021-05-10"
"RobertWalraven-ESG",0,"1 wk ahead inc case","2021-05-10"
"Covid19Sim-Simulator",0,"1 wk ahead inc case","2021-05-10"
"JHUAPL-Bucky",0,"1 wk ahead inc case","2021-05-10"
"BPagano-RtDriven",0,"1 wk ahead inc case","2021-05-10"
"RobertWalraven-ESG",0.264108023886474,"4 wk ahead inc death","2021-05-17"
"LNQ-ens1",0.0268122480488585,"4 wk ahead inc death","2021-05-17"
"LANL-GrowthRate",0.0183785651066069,"4 wk ahead inc death","2021-05-17"
"UMass-MechBayes",0.0841717456009575,"4 wk ahead inc death","2021-05-17"
"CU-select",0.355702036200584,"4 wk ahead inc death","2021-05-17"
"CovidAnalytics-DELPHI",0,"4 wk ahead inc death","2021-05-17"
"USC-SI_kJalpha",0,"4 wk ahead inc death","2021-05-17"
"SteveMcConnell-CovidComplete",0,"4 wk ahead inc death","2021-05-17"
"DDS-NBDS",0,"4 wk ahead inc death","2021-05-17"
"CEID-Walk",0,"4 wk ahead inc death","2021-05-17"
"epiforecasts-ensemble1",0,"4 wk ahead inc death","2021-05-17"
"IEM_MED-CovidProject",0,"4 wk ahead inc death","2021-05-17"
"Karlen-pypm",0,"4 wk ahead inc death","2021-05-17"
"Microsoft-DeepSTIA",0,"4 wk ahead inc death","2021-05-17"
"UA-EpiCovDA",0,"4 wk ahead inc death","2021-05-17"
"BPagano-RtDriven",0,"4 wk ahead inc death","2021-05-17"
"JHUAPL-Bucky",0,"4 wk ahead inc death","2021-05-17"
"COVIDhub-baseline",0,"4 wk ahead inc death","2021-05-17"
"Covid19Sim-Simulator",0,"4 wk ahead inc death","2021-05-17"
"MIT_CritData-GBCF",0,"4 wk ahead inc death","2021-05-17"
"UMass-MechBayes",0.591100438855331,"4 wk ahead cum death","2021-05-17"
"LNQ-ens1",0.153846702334803,"4 wk ahead cum death","2021-05-17"
"Karlen-pypm",0.251919114163167,"4 wk ahead cum death","2021-05-17"
"LANL-GrowthRate",0,"4 wk ahead cum death","2021-05-17"
"Microsoft-DeepSTIA",0,"4 wk ahead cum death","2021-05-17"
"RobertWalraven-ESG",0,"4 wk ahead cum death","2021-05-17"
"epiforecasts-ensemble1",0,"4 wk ahead cum death","2021-05-17"
"SteveMcConnell-CovidComplete",0,"4 wk ahead cum death","2021-05-17"
"CEID-Walk",0,"4 wk ahead cum death","2021-05-17"
"USC-SI_kJalpha",0,"4 wk ahead cum death","2021-05-17"
"BPagano-RtDriven",0,"4 wk ahead cum death","2021-05-17"
"DDS-NBDS",0,"4 wk ahead cum death","2021-05-17"
"CU-select",0,"4 wk ahead cum death","2021-05-17"
"CovidAnalytics-DELPHI",0,"4 wk ahead cum death","2021-05-17"
"UA-EpiCovDA",0,"4 wk ahead cum death","2021-05-17"
"COVIDhub-baseline",0,"4 wk ahead cum death","2021-05-17"
"MIT_CritData-GBCF",0,"4 wk ahead cum death","2021-05-17"
"JHUAPL-Bucky",0,"4 wk ahead cum death","2021-05-17"
"Covid19Sim-Simulator",0,"4 wk ahead cum death","2021-05-17"
"UVA-Ensemble",0.191791081464546,"4 wk ahead inc case","2021-05-17"
"CovidAnalytics-DELPHI",0.175347878518048,"4 wk ahead inc case","2021-05-17"
"CU-select",0.252967800787628,"4 wk ahead inc case","2021-05-17"
"USC-SI_kJalpha",0.231302255711378,"4 wk ahead inc case","2021-05-17"
"LANL-GrowthRate",0,"4 wk ahead inc case","2021-05-17"
"CEID-Walk",0,"4 wk ahead inc case","2021-05-17"
"COVIDhub-baseline",0,"4 wk ahead inc case","2021-05-17"
"RobertWalraven-ESG",0,"4 wk ahead inc case","2021-05-17"
"LNQ-ens1",0,"4 wk ahead inc case","2021-05-17"
"Covid19Sim-Simulator",0,"4 wk ahead inc case","2021-05-17"
"Microsoft-DeepSTIA",0,"4 wk ahead inc case","2021-05-17"
"JHU_CSSE-DECOM",0,"4 wk ahead inc case","2021-05-17"
"JHUAPL-Bucky",0,"4 wk ahead inc case","2021-05-17"
"BPagano-RtDriven",0,"4 wk ahead inc case","2021-05-17"
"IEM_MED-CovidProject",0,"4 wk ahead inc case","2021-05-17"
"Karlen-pypm",0,"4 wk ahead inc case","2021-05-17"
"RobertWalraven-ESG",0.25363296489484,"3 wk ahead inc death","2021-05-17"
"UMass-MechBayes",0.107726013719935,"3 wk ahead inc death","2021-05-17"
"LNQ-ens1",-0.0148210861885942,"3 wk ahead inc death","2021-05-17"
"LANL-GrowthRate",0.00369196209573548,"3 wk ahead inc death","2021-05-17"
"Karlen-pypm",0.0557708666975802,"3 wk ahead inc death","2021-05-17"
"DDS-NBDS",0.00434871048755057,"3 wk ahead inc death","2021-05-17"
"CU-select",0.24332855776033,"3 wk ahead inc death","2021-05-17"
"epiforecasts-ensemble1",0.147918073653042,"3 wk ahead inc death","2021-05-17"
"CEID-Walk",0,"3 wk ahead inc death","2021-05-17"
"IEM_MED-CovidProject",0,"3 wk ahead inc death","2021-05-17"
"CovidAnalytics-DELPHI",0,"3 wk ahead inc death","2021-05-17"
"USC-SI_kJalpha",0,"3 wk ahead inc death","2021-05-17"
"SteveMcConnell-CovidComplete",0,"3 wk ahead inc death","2021-05-17"
"BPagano-RtDriven",0,"3 wk ahead inc death","2021-05-17"
"Microsoft-DeepSTIA",0,"3 wk ahead inc death","2021-05-17"
"UA-EpiCovDA",0,"3 wk ahead inc death","2021-05-17"
"JHUAPL-Bucky",0,"3 wk ahead inc death","2021-05-17"
"COVIDhub-baseline",0,"3 wk ahead inc death","2021-05-17"
"Covid19Sim-Simulator",0,"3 wk ahead inc death","2021-05-17"
"MIT_CritData-GBCF",0,"3 wk ahead inc death","2021-05-17"
"UMass-MechBayes",0.383043359556325,"3 wk ahead cum death","2021-05-17"
"Karlen-pypm",0.305085056566448,"3 wk ahead cum death","2021-05-17"
"LNQ-ens1",0.0396053377284878,"3 wk ahead cum death","2021-05-17"
"BPagano-RtDriven",0.239871614195124,"3 wk ahead cum death","2021-05-17"
"CEID-Walk",0.0312364257778967,"3 wk ahead cum death","2021-05-17"
